UID,nodeid,datestamp,timestamp,tempF,ppm1,ppm2,ppm3,lat,long,owner,nodeid_name
215,1,9/9/2021,22:00:00,63,0.059,0.008,0.00569,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
216,1,9/9/2021,23:00:00,64,0.042,0.0015,0.00361,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
217,1,9/10/2021,0:00:00,86,0.075,0.0048,0.00035,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
218,1,9/10/2021,1:00:00,60,0.052,0.007,0.00236,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
219,1,9/10/2021,2:00:00,84,0.017,0.0065,0.00606,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
220,1,9/10/2021,3:00:00,88,0.002,0.0065,0.00814,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
221,1,9/10/2021,4:00:00,79,0.037,0.0031,0.00065,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
222,1,9/10/2021,5:00:00,70,0.04,0.0042,0.00098,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
223,1,9/10/2021,6:00:00,66,0.066,0.0085,0.00669,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
224,1,9/10/2021,7:00:00,62,0.055,0.003,0.00154,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
225,1,9/10/2021,8:00:00,71,0.027,0.0001,0.00083,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
226,1,9/10/2021,9:00:00,61,0.069,0.0007,0.00666,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
227,1,9/10/2021,10:00:00,86,0.066,0.0068,0.00855,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
228,1,9/10/2021,11:00:00,65,0.006,0.0058,0.00295,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
229,1,9/10/2021,12:00:00,62,0.063,0.0019,0.00417,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
230,1,9/10/2021,13:00:00,74,0.026,0.0068,0.00556,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
231,1,9/10/2021,14:00:00,64,0.004,0.0024,0.00474,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
232,1,9/10/2021,15:00:00,55,0.026,0.0033,0.00729,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
233,1,9/10/2021,16:00:00,74,0.071,0.0013,0.00064,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
234,1,9/10/2021,17:00:00,56,0.043,0.0001,0.00688,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
235,1,9/10/2021,18:00:00,56,0.063,0.0057,0.00743,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
236,1,9/10/2021,19:00:00,86,0.003,0.0028,0.0055,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
237,1,9/10/2021,20:00:00,89,0.064,0.0009,0.00746,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
238,1,9/10/2021,21:00:00,58,0.044,0.0043,0.00652,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
239,1,9/10/2021,22:00:00,70,0.05,0.002,0.00094,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
240,1,9/10/2021,23:00:00,61,0.042,0.0063,0.00463,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
241,1,9/11/2021,0:00:00,88,0.074,0.0005,0.00517,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
242,1,9/11/2021,1:00:00,87,0.04,0.0062,0.00895,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
243,1,9/11/2021,2:00:00,83,0.043,0.0042,0.00402,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
244,1,9/11/2021,3:00:00,71,0.007,0.005,0.00508,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
245,1,9/11/2021,4:00:00,86,0.052,0.0051,0.00305,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
246,1,9/11/2021,5:00:00,69,0.05,0.001,0.00203,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
247,1,9/11/2021,6:00:00,62,0.063,0.0076,0.0006,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
248,1,9/11/2021,7:00:00,88,0.054,0.0047,0.00686,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
249,1,9/11/2021,8:00:00,67,0.012,0.0025,0.00298,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
250,1,9/11/2021,9:00:00,52,0.07,0.0088,0.00649,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
251,1,9/11/2021,10:00:00,88,0.073,0.0053,0.00366,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
252,1,9/11/2021,11:00:00,85,0.048,0.0064,0.00157,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
253,1,9/11/2021,12:00:00,63,0.002,0.0044,0.00683,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
254,1,9/11/2021,13:00:00,87,0.029,0.008,0.00862,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
255,1,9/11/2021,14:00:00,72,0.061,0.0035,0.00004,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
256,1,9/11/2021,15:00:00,86,0.065,0.0002,0.00564,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
257,1,9/11/2021,16:00:00,90,0.06,0.0028,0.00768,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
258,1,9/11/2021,17:00:00,76,0.007,0.0078,0.0061,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
259,1,9/11/2021,18:00:00,53,0.045,0.0007,0.00886,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
260,1,9/11/2021,19:00:00,68,0.067,0.0087,0.0026,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
261,1,9/11/2021,20:00:00,71,0.006,0.007,0.00896,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
262,1,9/11/2021,21:00:00,53,0.064,0.0076,0.00871,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
263,1,9/11/2021,22:00:00,74,0.017,0.0052,0.00654,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
264,1,9/11/2021,23:00:00,75,0.057,0.0089,0.0071,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
265,1,9/12/2021,0:00:00,67,0.064,0.0019,0.00627,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
266,1,9/12/2021,1:00:00,69,0.026,0.0024,0.00449,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
267,1,9/12/2021,2:00:00,79,0.01,0.0078,0.00168,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
268,1,9/12/2021,3:00:00,70,0.037,0.0042,0.00411,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
269,1,9/12/2021,4:00:00,86,0.022,0.0069,0.00166,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
270,1,9/12/2021,5:00:00,73,0.068,0.0088,0.0085,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
271,1,9/12/2021,6:00:00,85,0.044,0.0018,0.00229,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
272,1,9/12/2021,7:00:00,82,0.006,0.0053,0.00071,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
273,1,9/12/2021,8:00:00,60,0.009,0.0087,0.00021,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
274,1,9/12/2021,9:00:00,86,0.043,0.007,0.00303,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
275,1,9/12/2021,10:00:00,67,0.053,0.0051,0.00788,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
276,1,9/12/2021,11:00:00,81,0.031,0.0058,0.00005,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
277,1,9/12/2021,12:00:00,87,0.044,0.0079,0.00583,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
278,1,9/12/2021,13:00:00,71,0.053,0.0084,0.00622,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
279,1,9/12/2021,14:00:00,83,0.037,0.0013,0.00892,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
280,1,9/12/2021,15:00:00,88,0.048,0.0009,0.00128,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
281,1,9/12/2021,16:00:00,82,0.012,0.0027,0.00454,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
282,1,9/12/2021,17:00:00,89,0.056,0.0043,0.00589,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
283,1,9/12/2021,18:00:00,63,0.056,0.0026,0.00179,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
284,1,9/12/2021,19:00:00,89,0.029,0.0087,0.00823,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
285,1,9/12/2021,20:00:00,74,0.02,0.007,0.00278,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
286,1,9/12/2021,21:00:00,87,0.026,0.006,0.00523,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
287,1,9/12/2021,22:00:00,51,0.058,0.008,0.00415,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
288,1,9/12/2021,23:00:00,70,0.039,0.0053,0.00249,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
289,1,9/13/2021,0:00:00,76,0.006,0.0065,0.0045,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
290,1,9/13/2021,1:00:00,59,0.039,0.0032,0.00337,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
291,1,9/13/2021,2:00:00,69,0.048,0.0061,0.00216,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
292,1,9/13/2021,3:00:00,50,0.041,0.0084,0.00012,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
293,1,9/13/2021,4:00:00,66,0.033,0.0065,0.0047,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
294,1,9/13/2021,5:00:00,56,0.009,0.0006,0.0017,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
295,1,9/13/2021,6:00:00,57,0.065,0.0064,0.00141,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
296,1,9/13/2021,7:00:00,63,0.072,0.0021,0.00263,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
297,1,9/13/2021,8:00:00,69,0.039,0.0022,0.00474,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
298,1,9/13/2021,9:00:00,52,0.001,0.005,0.00237,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
299,1,9/13/2021,10:00:00,50,0.02,0.0016,0.00061,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
300,1,9/13/2021,11:00:00,56,0.073,0.0002,0.00355,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
301,1,9/13/2021,12:00:00,56,0.038,0.0046,0.00318,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
302,1,9/13/2021,13:00:00,86,0.023,0.0023,0.00631,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
303,1,9/13/2021,14:00:00,83,0.051,0.004,0.00245,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
304,1,9/13/2021,15:00:00,89,0.073,0.0053,0.00331,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
305,1,9/13/2021,16:00:00,68,0.061,0.0061,0.00025,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
306,1,9/13/2021,17:00:00,87,0.022,0.0016,0.00786,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
307,1,9/13/2021,18:00:00,55,0.005,0.0069,0.0012,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
308,1,9/13/2021,19:00:00,59,0.058,0.0044,0.00848,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
309,1,9/13/2021,20:00:00,60,0.04,0.0081,0.00682,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
310,1,9/13/2021,21:00:00,85,0.019,0.0002,0.00516,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
311,1,9/13/2021,22:00:00,61,0.015,0.0038,0.00828,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
312,1,9/13/2021,23:00:00,50,0.049,0.0024,0.00082,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
313,1,9/14/2021,0:00:00,81,0.022,0.0042,0.00179,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
314,1,9/14/2021,1:00:00,61,0.063,0.0047,0.00628,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
315,1,9/14/2021,2:00:00,70,0.037,0.0032,0.0057,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
316,1,9/14/2021,3:00:00,62,0.013,0.0036,0.00319,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
317,1,9/14/2021,4:00:00,72,0.066,0.0062,0.0023,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
318,1,9/14/2021,5:00:00,80,0.001,0.0065,0.00247,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
319,1,9/14/2021,6:00:00,87,0.042,0.0069,0.00109,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
320,1,9/14/2021,7:00:00,69,0.073,0.0011,0.00368,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
321,1,9/14/2021,8:00:00,51,0.051,0.0084,0.00694,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
322,1,9/14/2021,9:00:00,85,0.066,0.0002,0.00264,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
323,1,9/14/2021,10:00:00,51,0.057,0.0039,0.0049,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
324,1,9/14/2021,11:00:00,61,0.025,0.009,0.00176,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
325,1,9/14/2021,12:00:00,54,0.061,0.0021,0.00795,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
326,1,9/14/2021,13:00:00,54,0.024,0.0056,0.00071,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
327,1,9/14/2021,14:00:00,56,0.05,0.0063,0.00497,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
328,1,9/14/2021,15:00:00,61,0.063,0.001,0.00735,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
329,1,9/14/2021,16:00:00,85,0.043,0.0047,0.00245,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
330,1,9/14/2021,17:00:00,67,0.01,0.007,0.00853,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
331,1,9/14/2021,18:00:00,87,0.055,0.0062,0.00659,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
332,1,9/14/2021,19:00:00,55,0.035,0.0066,0.00853,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
333,1,9/14/2021,20:00:00,65,0.034,0.0089,0.00021,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
334,1,9/14/2021,21:00:00,75,0.062,0.0049,0.00886,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
335,1,9/14/2021,22:00:00,84,0.021,0.005,0.00898,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
336,1,9/14/2021,23:00:00,59,0.061,0.0029,0.00873,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
337,1,9/15/2021,0:00:00,50,0.038,0.0051,0.00084,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
338,1,9/15/2021,1:00:00,64,0.06,0.0003,0.00524,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
339,1,9/15/2021,2:00:00,71,0.032,0.0085,0.00496,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
340,1,9/15/2021,3:00:00,87,0.021,0.0048,0.00576,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
341,1,9/15/2021,4:00:00,69,0.033,0.0088,0.00172,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
342,1,9/15/2021,5:00:00,69,0.016,0.0013,0.00348,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
343,1,9/15/2021,6:00:00,70,0.01,0.001,0.00823,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
344,1,9/15/2021,7:00:00,68,0.042,0.0085,0.00312,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
345,1,9/15/2021,8:00:00,86,0.011,0.0001,0.0066,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
346,1,9/15/2021,9:00:00,60,0.034,0.0085,0.00284,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
347,1,9/15/2021,10:00:00,51,0.039,0.0076,0.0074,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
348,1,9/15/2021,11:00:00,73,0.057,0.0071,0.00401,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
349,1,9/15/2021,12:00:00,56,0.063,0.0058,0.00507,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
350,1,9/15/2021,13:00:00,87,0.073,0.0022,0.00577,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
351,1,9/15/2021,14:00:00,79,0.005,0.0059,0.00124,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
352,1,9/15/2021,15:00:00,65,0.018,0.0017,0.00212,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
353,1,9/15/2021,16:00:00,61,0.057,0.0034,0.00377,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
354,1,9/15/2021,17:00:00,72,0.011,0.0008,0.00514,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
355,1,9/15/2021,18:00:00,73,0.043,0.0057,0.00791,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
356,1,9/15/2021,19:00:00,67,0.053,0.0065,0.00551,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
357,1,9/15/2021,20:00:00,78,0.074,0.0041,0.00076,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
358,1,9/15/2021,21:00:00,81,0.044,0.0034,0.00462,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
359,1,9/15/2021,22:00:00,71,0.067,0.0004,0.00194,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
360,1,9/15/2021,23:00:00,72,0.037,0.0083,0.00117,47.23667,-93.53922,Glen's Army & Navy Store,gans_0_2356
361,2,9/1/2021,0:00:00,66,0.002,0.0057,0.00241,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
362,2,9/1/2021,1:00:00,87,0.063,0.0045,0.00031,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
363,2,9/1/2021,2:00:00,81,0.034,0.0063,0.00683,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
364,2,9/1/2021,3:00:00,63,0.007,0.0022,0.00131,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
365,2,9/1/2021,4:00:00,64,0.035,0.0054,0.00735,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
366,2,9/1/2021,5:00:00,53,0.052,0.0003,0.0029,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
367,2,9/1/2021,6:00:00,57,0.043,0.0055,0.00612,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
368,2,9/1/2021,7:00:00,52,0.048,0.0012,0.00751,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
369,2,9/1/2021,8:00:00,90,0.05,0.0077,0.0082,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
370,2,9/1/2021,9:00:00,66,0.058,0.0053,0.00801,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
371,2,9/1/2021,10:00:00,74,0.025,0.0017,0.00427,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
372,2,9/1/2021,11:00:00,83,0.069,0.0059,0.00601,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
373,2,9/1/2021,12:00:00,87,0.034,0.0014,0.00653,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
374,2,9/1/2021,13:00:00,90,0.032,0.0028,0.00181,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
375,2,9/1/2021,14:00:00,78,0.01,0.0025,0.00661,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
376,2,9/1/2021,15:00:00,84,0.064,0.0035,0.00896,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
377,2,9/1/2021,16:00:00,90,0.009,0.002,0.00881,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
378,2,9/1/2021,17:00:00,56,0.029,0.0066,0.00173,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
379,2,9/1/2021,18:00:00,55,0.032,0.0027,0.00033,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
380,2,9/1/2021,19:00:00,56,0.066,0.0032,0.00307,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
381,2,9/1/2021,20:00:00,84,0.052,0.005,0.00748,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
382,2,9/1/2021,21:00:00,90,0.03,0.0083,0.00364,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
383,2,9/1/2021,22:00:00,76,0.014,0.0044,0.00202,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
384,2,9/1/2021,23:00:00,78,0.034,0.0068,0.00052,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
385,2,9/2/2021,0:00:00,74,0.038,0.0029,0.00467,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
386,2,9/2/2021,1:00:00,56,0.036,0.0067,0.00624,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
387,2,9/2/2021,2:00:00,59,0.035,0.0021,0.00351,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
388,2,9/2/2021,3:00:00,85,0.036,0.0074,0.00546,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
389,2,9/2/2021,4:00:00,57,0.07,0.0003,0.00444,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
390,2,9/2/2021,5:00:00,84,0.05,0.0066,0.00064,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
391,2,9/2/2021,6:00:00,68,0.018,0.0076,0.00294,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
392,2,9/2/2021,7:00:00,52,0.015,0.0087,0.00378,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
393,2,9/2/2021,8:00:00,79,0.057,0.0061,0.00117,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
394,2,9/2/2021,9:00:00,69,0.016,0.0019,0.00047,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
395,2,9/2/2021,10:00:00,65,0.015,0.008,0.00643,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
396,2,9/2/2021,11:00:00,54,0.057,0.0059,0.00543,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
397,2,9/2/2021,12:00:00,50,0.036,0.0049,0.00836,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
398,2,9/2/2021,13:00:00,66,0.045,0.0063,0.00032,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
399,2,9/2/2021,14:00:00,81,0.005,0.0028,0.00577,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
400,2,9/2/2021,15:00:00,90,0.072,0.0033,0.00554,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
401,2,9/2/2021,16:00:00,64,0.069,0.0072,0.00196,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
402,2,9/2/2021,17:00:00,83,0.073,0.0076,0.00225,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
403,2,9/2/2021,18:00:00,59,0.042,0.0087,0.00491,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
404,2,9/2/2021,19:00:00,70,0.039,0.0026,0.0042,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
405,2,9/2/2021,20:00:00,84,0.025,0.006,0.00323,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
406,2,9/2/2021,21:00:00,62,0.055,0.0009,0.00651,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
407,2,9/2/2021,22:00:00,67,0.03,0.0088,0.00489,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
408,2,9/2/2021,23:00:00,86,0.034,0.001,0.00012,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
409,2,9/3/2021,0:00:00,82,0.009,0.0028,0.0044,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
410,2,9/3/2021,1:00:00,56,0.039,0.0036,0.00725,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
411,2,9/3/2021,2:00:00,56,0.04,0.0057,0.00536,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
412,2,9/3/2021,3:00:00,87,0.041,0.0035,0.00164,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
413,2,9/3/2021,4:00:00,59,0.04,0.0015,0.0012,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
414,2,9/3/2021,5:00:00,68,0.005,0.0073,0.00844,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
415,2,9/3/2021,6:00:00,80,0.042,0.0017,0.00064,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
416,2,9/3/2021,7:00:00,59,0.056,0.0083,0.00169,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
417,2,9/3/2021,8:00:00,54,0.058,0.0072,0.00291,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
418,2,9/3/2021,9:00:00,57,0.031,0.0043,0.00573,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
419,2,9/3/2021,10:00:00,55,0.022,0.009,0.00307,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
420,2,9/3/2021,11:00:00,76,0.034,0.0062,0.00156,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
421,2,9/3/2021,12:00:00,88,0.024,0.0049,0.00808,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
422,2,9/3/2021,13:00:00,66,0.069,0.0054,0.00377,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
423,2,9/3/2021,14:00:00,77,0.048,0.0077,0.00117,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
424,2,9/3/2021,15:00:00,67,0.037,0.0033,0.00364,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
425,2,9/3/2021,16:00:00,88,0.004,0.0084,0.00707,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
